-0.543530	-0.545562	-0.547646	-0.549771	-0.551957	-0.554133	-0.556391	-0.558643	-0.560971	-0.563316	-0.565701	-0.568108	-0.570667	-0.573041	-0.575516	-0.578024	-0.580672	-0.583271	-0.585882	-0.588512	-0.591207	-0.593851	-0.596562	-0.599296	-0.602056	-0.604819	-0.607576	-0.610365	-0.613160	-0.615922	-0.618727	-0.621507	-0.624303	-0.627076	-0.629806	-0.632545	-0.635238	-0.637955	-0.640649	-0.643319	-0.645962	-0.648480	-0.650947	-0.653337	-0.655711	-0.657931	-0.659940	-0.662238	-0.664172	-0.666121	-0.667846	-0.669543	-0.671044	-0.672455	-0.673684	-0.674715	-0.675657	-0.676394	-0.676952	-0.677348	-0.677563	-0.677509	-0.677302	-0.676870	-0.676241	-0.675370	-0.674340	-0.673104	-0.671646	-0.669979	-0.668094	-0.666051	-0.663795	-0.661378	-0.658767	-0.655996	-0.653021	-0.649966	-0.646677	-0.643109	-0.639901	-0.636268	-0.632562	-0.628693	-0.624768	-0.620746	-0.616590	-0.612407	-0.608053	-0.603697	-0.599233	-0.594658	-0.590033	-0.585275	-0.580413	-0.575429	-0.570336	-0.564987	-0.559386	-0.553624	-0.548061	-0.543128	-0.539418	-0.534316	-0.527389	-0.519238	-0.514724	-0.496829	-0.482753	-0.468976	-0.452696	-0.444277	-0.444364	-0.440795	-0.433947	-0.419728	-0.404394	-0.390729	-0.369856	-0.350440	-0.343204	-0.332700	-0.317451	-0.313258	-0.306900	-0.295972	-0.286832	-0.278498	-0.275087
-0.544465	-0.546519	-0.548605	-0.550728	-0.552897	-0.555108	-0.557367	-0.559650	-0.561973	-0.564321	-0.566725	-0.569112	-0.571584	-0.574192	-0.576613	-0.579176	-0.581818	-0.584403	-0.587031	-0.589761	-0.592467	-0.595144	-0.597937	-0.600663	-0.603506	-0.606286	-0.609141	-0.611958	-0.614811	-0.617654	-0.620512	-0.623370	-0.626202	-0.629033	-0.631857	-0.634704	-0.637509	-0.640326	-0.643098	-0.645843	-0.648519	-0.651138	-0.653704	-0.656362	-0.658628	-0.661004	-0.663294	-0.665484	-0.667630	-0.669564	-0.671497	-0.673192	-0.674814	-0.676294	-0.677602	-0.678795	-0.679777	-0.680567	-0.681058	-0.681602	-0.681824	-0.681805	-0.681580	-0.681177	-0.680528	-0.679640	-0.678579	-0.677294	-0.675747	-0.673979	-0.672084	-0.669871	-0.667498	-0.664980	-0.662224	-0.659317	-0.656240	-0.653022	-0.649670	-0.646059	-0.642467	-0.638758	-0.634814	-0.630833	-0.626721	-0.622481	-0.618208	-0.613822	-0.609331	-0.604718	-0.600031	-0.595314	-0.590436	-0.585304	-0.580346	-0.575114	-0.569646	-0.563985	-0.557945	-0.551730	-0.545896	-0.542058	-0.541137	-0.537416	-0.516366	-0.509340	-0.499690	-0.485481	-0.468883	-0.451795	-0.442482	-0.437709	-0.433599	-0.425684	-0.415318	-0.399321	-0.383727	-0.369350	-0.347811	-0.326386	-0.316928	-0.309767	-0.297304	-0.292274	-0.281177	-0.270035	-0.260901	-0.256263	-0.252836
-0.545359	-0.547416	-0.549493	-0.551654	-0.553811	-0.556058	-0.558289	-0.560568	-0.562903	-0.565273	-0.567706	-0.570124	-0.572626	-0.575867	-0.577701	-0.580284	-0.582908	-0.585529	-0.588200	-0.590973	-0.593667	-0.596457	-0.599251	-0.602082	-0.604900	-0.607769	-0.610664	-0.613557	-0.616455	-0.619339	-0.622289	-0.625188	-0.628100	-0.631017	-0.633933	-0.636901	-0.639856	-0.642719	-0.645561	-0.648352	-0.651121	-0.653813	-0.656536	-0.659146	-0.661685	-0.664135	-0.666578	-0.668908	-0.671120	-0.673291	-0.675175	-0.677090	-0.678772	-0.680301	-0.681751	-0.682965	-0.684022	-0.684866	-0.685573	-0.686022	-0.686296	-0.686320	-0.686123	-0.685719	-0.685090	-0.684149	-0.683043	-0.681676	-0.680063	-0.678225	-0.676207	-0.673889	-0.671571	-0.668754	-0.665889	-0.662871	-0.659531	-0.656241	-0.652656	-0.648980	-0.645221	-0.641272	-0.637200	-0.633018	-0.628773	-0.624373	-0.619885	-0.615338	-0.610665	-0.605860	-0.600926	-0.595895	-0.590611	-0.585433	-0.580040	-0.574591	-0.568959	-0.563077	-0.556735	-0.550140	-0.544250	-0.540065	-0.546445	-0.531185	-0.498656	-0.494216	-0.484195	-0.480036	-0.462012	-0.454925	-0.437737	-0.422059	-0.408468	-0.397443	-0.385060	-0.372268	-0.353508	-0.342706	-0.324842	-0.300950	-0.290161	-0.284138	-0.272227	-0.265800	-0.256598	-0.250480	-0.245952	-0.244282	-0.240853
-0.546218	-0.548267	-0.550383	-0.552495	-0.554691	-0.556926	-0.559173	-0.561458	-0.563793	-0.566180	-0.568639	-0.571097	-0.573621	-0.576354	-0.578737	-0.581360	-0.583987	-0.586645	-0.589381	-0.592143	-0.594914	-0.597726	-0.600579	-0.603441	-0.606326	-0.609266	-0.612165	-0.615112	-0.618111	-0.621060	-0.624043	-0.626998	-0.630042	-0.633038	-0.636121	-0.639185	-0.642121	-0.645067	-0.648010	-0.650911	-0.653800	-0.656685	-0.659437	-0.662169	-0.664944	-0.667413	-0.669913	-0.672395	-0.674765	-0.676969	-0.678983	-0.681018	-0.682817	-0.684543	-0.685990	-0.687314	-0.688480	-0.689436	-0.690135	-0.690673	-0.690988	-0.691069	-0.690867	-0.690492	-0.689772	-0.688881	-0.687686	-0.686287	-0.684617	-0.682735	-0.680588	-0.678156	-0.675522	-0.672722	-0.669763	-0.666556	-0.663172	-0.659654	-0.655905	-0.651947	-0.648060	-0.643967	-0.639733	-0.635348	-0.630876	-0.626364	-0.621658	-0.616869	-0.611967	-0.606952	-0.601794	-0.596439	-0.590885	-0.585198	-0.579464	-0.573769	-0.568306	-0.562952	-0.556352	-0.551875	-0.548410	-0.544686	-0.545177	-0.515425	-0.486632	-0.463724	-0.468779	-0.463531	-0.453505	-0.445060	-0.422638	-0.408708	-0.389160	-0.369178	-0.356124	-0.342167	-0.324633	-0.312512	-0.293427	-0.273389	-0.267060	-0.259179	-0.252077	-0.246108	-0.237452	-0.237360	-0.237441	-0.236016	-0.232068
-0.547023	-0.549076	-0.551171	-0.553339	-0.555506	-0.557756	-0.560044	-0.562338	-0.564697	-0.567074	-0.569539	-0.572037	-0.574560	-0.577255	-0.579742	-0.582364	-0.585031	-0.587753	-0.590521	-0.593274	-0.596086	-0.598987	-0.601842	-0.604775	-0.607703	-0.610650	-0.613647	-0.616697	-0.619676	-0.622724	-0.625783	-0.628886	-0.631983	-0.635088	-0.638270	-0.641330	-0.644402	-0.647487	-0.650526	-0.653419	-0.656443	-0.659473	-0.662371	-0.665229	-0.668169	-0.670747	-0.673386	-0.675988	-0.678503	-0.680797	-0.682975	-0.685079	-0.686982	-0.688784	-0.690460	-0.691910	-0.693135	-0.694153	-0.695014	-0.695556	-0.695923	-0.695789	-0.695869	-0.695433	-0.694814	-0.693837	-0.692590	-0.691102	-0.689437	-0.687417	-0.685146	-0.682650	-0.679939	-0.676966	-0.673742	-0.670412	-0.666850	-0.663130	-0.659231	-0.655176	-0.651045	-0.646739	-0.642288	-0.637760	-0.633086	-0.628298	-0.623342	-0.618459	-0.613291	-0.608043	-0.602614	-0.596897	-0.590917	-0.584767	-0.578515	-0.572566	-0.567037	-0.561185	-0.562232	-0.564066	-0.549913	-0.538020	-0.533230	-0.497711	-0.464156	-0.450345	-0.452655	-0.441817	-0.438920	-0.421061	-0.402315	-0.391491	-0.367330	-0.340623	-0.327375	-0.311124	-0.296146	-0.276495	-0.256377	-0.251188	-0.247510	-0.245594	-0.237954	-0.227001	-0.223877	-0.223684	-0.222057	-0.224119	-0.217544
-0.547764	-0.549819	-0.551956	-0.554113	-0.556326	-0.558537	-0.560840	-0.563175	-0.565544	-0.567946	-0.570412	-0.572934	-0.575461	-0.578143	-0.580680	-0.583329	-0.586061	-0.588794	-0.591578	-0.594413	-0.597285	-0.600129	-0.603136	-0.606022	-0.609062	-0.612082	-0.615107	-0.618159	-0.621268	-0.624367	-0.627573	-0.630801	-0.633984	-0.637150	-0.640319	-0.643528	-0.646674	-0.649894	-0.653045	-0.656116	-0.659292	-0.662333	-0.665372	-0.668381	-0.671280	-0.674200	-0.676921	-0.679622	-0.682313	-0.684765	-0.687104	-0.689279	-0.691436	-0.693365	-0.695082	-0.696654	-0.698009	-0.699105	-0.699998	-0.700735	-0.701141	-0.701235	-0.701153	-0.700726	-0.700253	-0.699077	-0.697864	-0.696274	-0.694494	-0.692319	-0.689953	-0.687374	-0.684463	-0.681308	-0.677954	-0.674450	-0.670699	-0.666800	-0.662703	-0.658474	-0.653878	-0.649637	-0.645001	-0.640247	-0.635382	-0.630289	-0.625174	-0.619914	-0.614569	-0.609030	-0.603368	-0.597335	-0.590885	-0.584047	-0.577469	-0.571165	-0.563791	-0.558912	-0.557655	-0.548533	-0.528187	-0.526334	-0.517529	-0.492993	-0.455804	-0.443442	-0.440263	-0.421867	-0.409132	-0.388488	-0.379503	-0.357434	-0.321699	-0.299880	-0.287597	-0.275830	-0.267794	-0.246856	-0.234948	-0.230229	-0.232315	-0.234855	-0.220714	-0.212853	-0.210761	-0.201508	-0.199022	-0.202191	-0.197170
-0.548485	-0.550588	-0.552695	-0.554832	-0.557059	-0.559310	-0.561600	-0.563934	-0.566323	-0.568750	-0.571234	-0.573769	-0.576328	-0.578939	-0.581836	-0.584289	-0.587041	-0.589789	-0.592642	-0.595469	-0.598431	-0.601328	-0.604314	-0.607343	-0.610335	-0.613469	-0.616541	-0.619653	-0.622808	-0.626084	-0.629395	-0.632623	-0.635846	-0.639127	-0.642430	-0.645720	-0.649012	-0.652253	-0.655531	-0.658863	-0.662079	-0.665247	-0.668460	-0.671592	-0.674694	-0.677659	-0.680606	-0.683412	-0.686239	-0.688869	-0.691407	-0.693811	-0.695921	-0.697991	-0.699868	-0.701535	-0.703065	-0.704304	-0.705319	-0.706095	-0.706565	-0.706777	-0.706686	-0.706307	-0.705643	-0.704589	-0.703291	-0.701849	-0.699762	-0.697677	-0.695033	-0.692282	-0.689251	-0.685927	-0.682416	-0.678653	-0.674723	-0.670591	-0.666294	-0.661879	-0.657331	-0.652356	-0.647761	-0.642807	-0.637622	-0.632399	-0.626951	-0.621353	-0.615686	-0.609887	-0.604127	-0.598150	-0.591273	-0.583556	-0.577592	-0.574197	-0.564521	-0.556817	-0.542767	-0.532271	-0.509596	-0.509835	-0.489121	-0.468662	-0.455735	-0.430955	-0.420978	-0.402727	-0.376413	-0.352851	-0.340311	-0.310965	-0.278206	-0.264666	-0.251933	-0.252988	-0.247345	-0.235931	-0.224388	-0.209356	-0.209376	-0.210468	-0.199656	-0.197079	-0.191840	-0.179873	-0.177529	-0.179132	-0.171382
-0.549186	-0.551232	-0.553382	-0.555538	-0.557745	-0.560013	-0.562341	-0.564701	-0.567082	-0.569491	-0.572037	-0.574584	-0.577144	-0.579794	-0.582435	-0.585193	-0.587984	-0.590727	-0.593637	-0.596506	-0.599470	-0.602478	-0.605445	-0.608572	-0.611623	-0.614674	-0.617956	-0.621201	-0.624490	-0.627826	-0.631130	-0.634401	-0.637737	-0.641121	-0.644476	-0.647878	-0.651286	-0.654732	-0.658126	-0.661482	-0.664859	-0.668190	-0.671540	-0.674841	-0.678072	-0.681239	-0.684350	-0.687304	-0.690324	-0.693077	-0.695744	-0.698219	-0.700656	-0.702882	-0.704910	-0.706740	-0.708356	-0.709765	-0.710884	-0.711713	-0.712298	-0.712724	-0.712521	-0.712134	-0.711436	-0.710437	-0.709132	-0.707475	-0.705388	-0.703096	-0.700443	-0.697477	-0.694239	-0.690747	-0.687024	-0.683086	-0.678892	-0.674585	-0.670064	-0.665422	-0.660602	-0.655647	-0.650559	-0.645393	-0.640015	-0.634416	-0.628592	-0.622588	-0.616407	-0.610365	-0.604891	-0.599095	-0.594400	-0.586697	-0.581584	-0.588067	-0.577630	-0.540177	-0.529936	-0.508979	-0.481159	-0.487638	-0.473860	-0.452777	-0.442487	-0.404902	-0.380852	-0.366848	-0.338522	-0.311242	-0.298223	-0.279590	-0.262465	-0.246894	-0.233275	-0.232974	-0.228326	-0.220961	-0.206327	-0.192050	-0.187652	-0.185983	-0.177918	-0.176285	-0.169457	-0.157321	-0.154998	-0.155447	-0.148366
-0.549800	-0.551874	-0.554006	-0.556193	-0.558430	-0.560693	-0.562999	-0.565372	-0.567783	-0.570205	-0.572744	-0.575326	-0.577922	-0.580601	-0.583276	-0.586337	-0.588890	-0.591636	-0.594630	-0.597505	-0.600503	-0.603529	-0.606594	-0.609684	-0.612959	-0.616086	-0.619304	-0.622659	-0.626047	-0.629395	-0.632766	-0.636173	-0.639603	-0.643098	-0.646564	-0.650083	-0.653610	-0.657126	-0.660685	-0.664196	-0.667719	-0.671225	-0.674705	-0.678131	-0.681513	-0.684808	-0.688117	-0.691311	-0.694498	-0.697394	-0.700294	-0.702922	-0.705528	-0.707890	-0.710165	-0.712136	-0.713906	-0.715384	-0.716675	-0.718197	-0.718293	-0.718613	-0.718648	-0.718359	-0.717647	-0.716641	-0.715223	-0.713514	-0.711306	-0.709052	-0.706071	-0.702967	-0.699537	-0.695804	-0.691878	-0.687698	-0.683280	-0.678676	-0.673954	-0.669039	-0.664007	-0.658818	-0.653483	-0.648020	-0.642377	-0.636518	-0.630262	-0.623661	-0.616775	-0.610120	-0.604480	-0.598306	-0.595962	-0.586480	-0.581287	-0.584671	-0.585212	-0.519483	-0.505958	-0.503428	-0.467006	-0.462244	-0.450092	-0.422643	-0.393639	-0.356228	-0.330260	-0.312712	-0.277962	-0.262999	-0.267204	-0.272008	-0.268539	-0.240898	-0.216378	-0.208934	-0.206429	-0.201126	-0.193171	-0.177210	-0.164902	-0.161084	-0.157248	-0.154999	-0.143215	-0.134118	-0.132989	-0.131494	-0.130586
-0.550391	-0.552448	-0.554590	-0.556803	-0.559011	-0.561291	-0.563633	-0.566020	-0.568457	-0.570898	-0.573410	-0.576007	-0.578655	-0.581337	-0.584049	-0.586879	-0.590015	-0.592519	-0.595520	-0.598472	-0.601509	-0.604519	-0.607689	-0.610836	-0.614022	-0.617409	-0.620810	-0.624185	-0.626967	-0.630939	-0.634388	-0.637916	-0.641453	-0.645034	-0.648657	-0.652268	-0.655919	-0.659587	-0.663287	-0.666955	-0.670634	-0.674245	-0.677879	-0.681496	-0.685077	-0.688606	-0.692117	-0.695409	-0.698656	-0.701846	-0.704899	-0.707788	-0.710578	-0.713234	-0.715537	-0.717739	-0.719664	-0.721554	-0.722722	-0.723836	-0.724605	-0.725061	-0.725053	-0.724857	-0.724206	-0.723116	-0.721650	-0.719806	-0.717656	-0.715032	-0.712024	-0.708735	-0.705092	-0.701120	-0.696895	-0.692420	-0.687791	-0.682915	-0.677916	-0.672712	-0.667427	-0.662025	-0.656410	-0.650687	-0.644778	-0.638765	-0.632210	-0.624734	-0.616759	-0.609450	-0.604401	-0.596926	-0.584996	-0.566195	-0.557282	-0.549851	-0.523227	-0.500166	-0.477532	-0.467998	-0.427169	-0.411611	-0.390836	-0.384179	-0.358298	-0.331057	-0.326380	-0.289700	-0.252263	-0.244013	-0.252259	-0.264111	-0.259659	-0.230104	-0.199984	-0.188018	-0.182586	-0.183867	-0.181218	-0.159162	-0.141060	-0.136546	-0.137362	-0.135291	-0.122403	-0.113451	-0.113459	-0.112814	-0.119167
